time_s,phase,right_shoulder_pitch_joint_q_rad,right_shoulder_roll_joint_q_rad,right_shoulder_yaw_joint_q_rad,right_elbow_joint_q_rad,right_wrist_roll_joint_q_rad,right_wrist_pitch_joint_q_rad,right_wrist_yaw_joint_q_rad,right_shoulder_pitch_joint_qd_rad_s,right_shoulder_roll_joint_qd_rad_s,right_shoulder_yaw_joint_qd_rad_s,right_elbow_joint_qd_rad_s,right_wrist_roll_joint_qd_rad_s,right_wrist_pitch_joint_qd_rad_s,right_wrist_yaw_joint_qd_rad_s,right_shoulder_pitch_joint_qdd_rad_s2,right_shoulder_roll_joint_qdd_rad_s2,right_shoulder_yaw_joint_qdd_rad_s2,right_elbow_joint_qdd_rad_s2,right_wrist_roll_joint_qdd_rad_s2,right_wrist_pitch_joint_qdd_rad_s2,right_wrist_yaw_joint_qdd_rad_s2
0.245,WINDUP,-0.4674997978463227,-0.6022866136164067,0.7143638743808661,-0.05128138659607478,-0.05578745825404501,-0.08172599961887593,0.6843563549208578,0.7346324871783383,-0.014402720630291022,0.5422507120539266,-0.2692876086599481,-0.6386593505910171,-0.9375305531020602,-0.14110221480279073,-0.7049329647179636,1.3202912681820056,0.7038526608704743,1.8520413374440603,-2.1366759734004592,0.045295704723535835,-0.2753842203984114
0.25,WINDUP,-0.46383546734532277,-0.6023420990072849,0.7170839430476762,-0.052604636661446144,-0.059007502748720186,-0.08641307979841452,0.6836473932433895,0.7305369930084848,-0.007749969598758177,0.5452909642050585,-0.25980930795678686,-0.6488495821026798,-0.9365072373302682,-0.14233841399037273,-0.9298986229994144,1.3368473956376636,0.5096836470175337,1.9332595135716057,-1.9332689727398433,0.36274687912271064,-0.21781216517413604
0.255,WINDUP,-0.4601944279162378,-0.6023641133123943,0.7198167840229167,-0.05387947967564265,-0.06227595407507181,-0.09109107199217861,0.682932970780954,0.7253335009483441,-0.0010342466739143852,0.547347548524102,-0.24995501352423205,-0.6579920403184155,-0.9339030843108331,-0.1432803364545321,-1.147902016397362,1.3454347262775723,0.31069041940834374,2.0024090042392695,-1.7178691627523723,0.677116558259605,-0.1577684206743868
0.26,WINDUP,-0.45658213233583933,-0.602352441474024,0.7225574185329172,-0.055104186796688465,-0.06558742315190434,-0.09575211064152285,0.6822145898788442,0.7190579728445112,0.005704377664017546,0.548397868399142,-0.23978521791439417,-0.6660282737302036,-0.9297360717476721,-0.1439160981971166,-1.3585120118597693,1.345993609005447,0.10750309667573177,2.059472386758826,-1.491129689341486,0.987395379193623,-0.09545298636282062
0.265,WINDUP,-0.4530038481877927,-0.6023070695357541,0.7253007627069081,-0.05627733185478659,-0.06893623681237385,-0.10038843270965533,0.6814938097989829,0.7117483808297465,0.012425689416140084,0.5484225794908593,-0.2293602896566438,-0.6729033372118304,-0.9240291305188969,-0.1442348663181603,-1.5613546517967425,1.3385266800314266,-0.09920912698024864,2.1045152548967994,-1.253798531531325,1.2926138822287658,-0.031085725529234054
0.27,WINDUP,-0.44946464852754187,-0.6022281845798626,0.7280416443278258,-0.0573977896932549,-0.07231645652402265,-0.10499240194671182,0.6807722412156626,0.7034444263265438,0.019089644464331812,0.5474057771293395,-0.21874006536542617,-0.6785662590455168,-0.9168099329253845,-0.14422695545240893,-1.7561109516883722,1.3230993873936114,-0.3087413177915721,2.1376831531576963,-1.0067152252142497,1.5918470638358384,0.03509485825281544
0.275,WINDUP,-0.4459694039245273,-0.6021161730911108,0.7307748204782015,-0.05846473250844085,-0.07572189940282902,-0.10955653203890918,0.6800515402444588,0.6941872713128627,0.0256566832900762,0.5453351663129435,-0.20798345812506683,-0.6829704894639729,-0.9081106598805385,-0.14388391773563214,-1.9425142178497445,1.299839985703377,-0.520356393609589,2.159198149383687,-0.7508067745384817,1.8842182121422968,0.10283297410373926
0.28,WINDUP,-0.44252277581441324,-0.6019716177469618,0.7334949959909552,-0.05947762427450557,-0.07914616141866238,-0.1140735085455172,0.6793334020383063,0.6840192841480464,0.03208804432136558,0.5422022131932436,-0.1971480838715893,-0.6860743267909016,-0.8979677508039615,-0.14319862571137154,-2.1203469288222365,1.2689389876341384,-0.7332889059374903,2.1693550797883403,-0.48708281394264086,2.1689019627642248,0.1718570025877053
0.285,WINDUP,-0.4391292110830468,-0.6017952926478971,0.736196842610134,-0.06043621334715674,-0.08258264267073803,-0.1185362095469488,0.6786195539873451,0.6729838020246404,0.03834607316641758,0.5380022772535686,-0.18628990732718342,-0.6878413176033993,-0.8864216402528963,-0.14216534770975509,-2.289437228607527,1.2306480643564655,-0.9467489486214564,2.168517497044345,-0.2166300931621956,2.445126528528152,0.24188103629141366
0.29,WINDUP,-0.43579293779416683,-0.6015881570152977,0.7388750187634909,-0.061340523347777405,-0.08602457459469637,-0.12293772494804617,0.6779117485612087,0.6611249118619711,0.04439452496493024,0.532734723707029,-0.17546290890114585,-0.6882406277225236,-0.87351648551868,-0.1407798153484574,-2.449655083584523,1.1852783936938671,-1.1599261309092057,2.1571133475719457,0.05939363559887001,2.7121750739933503,0.31260647865738456
