[WARN] [1786951311.860342942] [a3_receive_input_gateway]: receive gateway started: mocap=/ppmocap/frame planner_input=/a3_mocap/ball_poses base_pose=/a3_mocap/pelvis_pose; inference=off joint_commands=off
[INFO] [1786951311.861084944] [a3_receive_input_gateway]: ball tracking: lost
[INFO] [1786951312.852871689] [a3_receive_input_gateway]: gateway calibrated=no frame_age=1.3ms frames=360 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951313.852634504] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.9ms frames=720 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951314.852658089] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.9ms frames=1080 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951315.852665563] [a3_receive_input_gateway]: gateway calibrated=no frame_age=1.2ms frames=1440 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951316.852627346] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.7ms frames=1800 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951317.852720133] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.9ms frames=2160 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951318.852760058] [a3_receive_input_gateway]: gateway calibrated=no frame_age=1.0ms frames=2520 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951319.852908400] [a3_receive_input_gateway]: gateway calibrated=no frame_age=1.4ms frames=2880 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951320.852789749] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.9ms frames=3240 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951321.852670202] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.8ms frames=3600 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951322.852803836] [a3_receive_input_gateway]: gateway calibrated=no frame_age=1.0ms frames=3960 ball=0 base_poses=0 invalid=0 station_ok=no
[INFO] [1786951323.852630325] [a3_receive_input_gateway]: gateway calibrated=no frame_age=0.8ms frames=4320 ball=0 base_poses=0 invalid=0 station_ok=no
