[WARN] [1787198682.328088097] [a3_receive_input_gateway]: receive gateway started: mocap=/ppmocap/frame planner_input=/a3_mocap/ball_poses base_pose=/a3_mocap/pelvis_pose; inference=off joint_commands=off
[INFO] [1787198682.328756579] [a3_receive_input_gateway]: ball tracking: visible
[WARN] [1787198682.391951498] [a3_receive_input_gateway]: PPMocap calibrated: origin=near-left tabletop, +X=robot-to-opponent, +Y=robot-left, +Z=up
[INFO] [1787198683.321081744] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=3.1ms frames=300 ball=281 base_poses=281 invalid=0 station_ok=no
[INFO] [1787198684.321199779] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=2.7ms frames=600 ball=581 base_poses=581 invalid=0 station_ok=no
[INFO] [1787198685.321141765] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.2ms frames=900 ball=881 base_poses=881 invalid=0 station_ok=no
[INFO] [1787198686.321032869] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=1.8ms frames=1200 ball=1181 base_poses=1181 invalid=0 station_ok=no
[INFO] [1787198687.321021761] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=3.3ms frames=1499 ball=1480 base_poses=1480 invalid=0 station_ok=no
[INFO] [1787198688.321094914] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.9ms frames=1800 ball=1781 base_poses=1781 invalid=0 station_ok=no
[INFO] [1787198689.320990173] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.3ms frames=2100 ball=2081 base_poses=2081 invalid=0 station_ok=no
[INFO] [1787198690.321311667] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.2ms frames=2400 ball=2381 base_poses=2381 invalid=0 station_ok=no
[INFO] [1787198691.321011460] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=1.3ms frames=2699 ball=2680 base_poses=2680 invalid=0 station_ok=no
[INFO] [1787198692.320992975] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.8ms frames=2999 ball=2980 base_poses=2980 invalid=0 station_ok=no
[INFO] [1787198693.321001623] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.3ms frames=3299 ball=3280 base_poses=3280 invalid=0 station_ok=no
[INFO] [1787198694.322064284] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.5ms frames=3599 ball=3580 base_poses=3580 invalid=0 station_ok=no
[INFO] [1787198695.321046762] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=3.6ms frames=3898 ball=3879 base_poses=3879 invalid=0 station_ok=no
[INFO] [1787198696.321031246] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=2.9ms frames=4198 ball=4179 base_poses=4179 invalid=0 station_ok=no
[INFO] [1787198697.321025099] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=0.5ms frames=4498 ball=4479 base_poses=4479 invalid=0 station_ok=no
[INFO] [1787198698.321078939] [a3_receive_input_gateway]: gateway calibrated=yes frame_age=2.0ms frames=4798 ball=4779 base_poses=4779 invalid=0 station_ok=no
