source_line,stamp,time_s,mode,result,active,waist_yaw_policy_raw,waist_yaw_q_exec_rad,waist_yaw_q_feedback_rad,waist_yaw_position_error_rad,waist_yaw_position_error_deg,waist_yaw_tau_theoretical_nm,waist_yaw_tau_feedback_nm,waist_yaw_torque_discrepancy_nm,waist_roll_policy_raw,waist_roll_q_exec_rad,waist_roll_q_feedback_rad,waist_roll_position_error_rad,waist_roll_position_error_deg,waist_roll_tau_theoretical_nm,waist_roll_tau_feedback_nm,waist_roll_torque_discrepancy_nm,waist_pitch_policy_raw,waist_pitch_q_exec_rad,waist_pitch_q_feedback_rad,waist_pitch_position_error_rad,waist_pitch_position_error_deg,waist_pitch_tau_theoretical_nm,waist_pitch_tau_feedback_nm,waist_pitch_torque_discrepancy_nm
193,1787109680.9942548,96.00008344650269,motion,command_sent,True,1.362,0.341,0.291,0.050000000000000044,2.8647889756541187,1.539,1.245,0.2939999999999998,1.259,0.315,-0.145,0.45999999999999996,26.356058576017865,25.594,23.234,2.3599999999999994,-0.026,-0.006,0.296,-0.302,-17.303325412950862,-43.589,-36.194,-7.394999999999996
194,1787109681.994206,97.00003457069397,motion,command_sent,True,0.066,0.016,0.044,-0.027999999999999997,-1.6042818263663048,-3.44,-3.004,-0.43599999999999994,0.149,0.037,0.03,0.006999999999999999,0.4010704565915762,0.254,0.399,-0.14500000000000002,2.127,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.004,-0.615,-0.389
195,1787109682.9942532,98.00008177757263,motion,command_sent,True,-0.206,-0.052,-0.024,-0.027999999999999997,-1.6042818263663048,-4.052,-3.883,-0.1689999999999996,0.522,0.13,0.02,0.11,6.302535746439055,5.562,5.208,0.3540000000000001,2.483,0.419,0.425,-0.006000000000000005,-0.34377467707849424,-0.969,-1.065,0.09599999999999997
196,1787109683.994242,99.00007057189941,motion,command_sent,True,-0.206,-0.051,-0.025,-0.025999999999999995,-1.4896902673401402,-3.949,-3.883,-0.06599999999999984,0.515,0.129,0.02,0.109,6.245239966925973,5.468,5.107,0.36099999999999977,2.478,0.419,0.425,-0.006000000000000005,-0.34377467707849424,-0.981,-0.977,-0.0040000000000000036
197,1787109684.9941885,100.0000171661377,motion,command_sent,True,-0.206,-0.051,-0.026,-0.024999999999999998,-1.432394487827058,-3.845,-3.59,-0.25500000000000034,0.515,0.129,0.02,0.109,6.245239966925973,5.464,5.104,0.3600000000000003,2.478,0.419,0.425,-0.006000000000000005,-0.34377467707849424,-0.969,-1.333,0.364
198,1787109685.99421,101.00003862380981,motion,command_sent,True,-0.204,-0.051,-0.026,-0.024999999999999998,-1.432394487827058,-3.779,-3.883,0.10400000000000009,0.518,0.129,0.02,0.109,6.245239966925973,5.49,5.207,0.28300000000000036,2.481,0.419,0.425,-0.006000000000000005,-0.34377467707849424,-0.969,-1.063,0.09399999999999997
200,1787109686.9941843,102.00001287460327,motion,command_sent,True,-1.375,-0.344,-0.171,-0.17299999999999996,-9.91216985576324,-23.439,-19.853,-3.5859999999999985,-0.486,-0.121,0.132,-0.253,-14.495832216809827,-7.184,-11.067,3.883,2.09,0.419,0.427,-0.008000000000000007,-0.458366236104659,-0.989,-2.571,1.5820000000000003
202,1787109687.9942334,103.00006198883057,motion,command_sent,True,0.762,0.19,0.162,0.027999999999999997,1.6042818263663048,4.146,2.125,2.021,-0.497,-0.124,0.142,-0.266,-15.2406773504799,-11.926,-15.352,3.426,2.069,0.419,0.429,-0.010000000000000009,-0.5729577951308238,-1.476,-2.184,0.7080000000000002
204,1787109688.9941707,103.99999928474426,motion,command_sent,True,1.125,0.281,0.255,0.026000000000000023,1.4896902673401418,5.087,7.985,-2.8980000000000006,0.605,0.151,-0.021,0.172,9.854874076250159,8.029,6.37,1.6589999999999998,1.262,0.315,0.422,-0.10699999999999998,-6.130648407899808,-15.9,-19.1,3.200000000000001
205,1787109689.9942305,105.00005912780762,motion,command_sent,True,-0.456,-0.114,-0.108,-0.006000000000000005,-0.34377467707849424,-0.79,-1.099,0.30899999999999994,0.021,0.005,0.011,-0.005999999999999999,-0.3437746770784939,-0.183,-0.546,0.36300000000000004,2.106,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.0,-0.811,-0.18899999999999995
206,1787109690.9941652,105.99999380111694,motion,command_sent,True,-0.364,-0.091,-0.08,-0.010999999999999996,-0.6302535746439053,-1.725,-1.538,-0.18700000000000006,0.33,0.083,-0.006,0.08900000000000001,5.0993243766643275,4.53,4.139,0.391,2.515,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.103,-1.546,0.44300000000000006
207,1787109691.9942243,107.00005292892456,motion,command_sent,True,-0.393,-0.098,-0.09,-0.008000000000000007,-0.458366236104659,-1.164,-1.392,0.22799999999999998,0.227,0.057,-0.002,0.059000000000000004,3.380450991271857,2.976,2.678,0.29800000000000004,2.363,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.055,-1.08,0.025000000000000133
208,1787109692.9941745,108.00000309944153,motion,command_sent,True,-0.404,-0.101,-0.086,-0.015000000000000013,-0.8594366926962356,-2.257,-1.978,-0.27900000000000014,0.225,0.056,-0.005,0.061,3.4950425502980216,3.059,2.883,0.17600000000000016,2.432,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.08,-0.907,-0.17300000000000004
209,1787109693.99423,109.00005865097046,motion,command_sent,True,-0.39,-0.097,-0.086,-0.01100000000000001,-0.6302535746439061,-1.69,-1.099,-0.591,0.241,0.06,-0.005,0.065,3.724225668350351,3.262,3.052,0.20999999999999996,2.448,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.08,-0.998,-0.08200000000000007
211,1787109694.994173,110.00000166893005,motion,command_sent,True,0.441,0.11,-0.119,0.22899999999999998,13.120733508495851,31.983,26.154,5.829000000000001,0.513,0.128,-0.079,0.20700000000000002,11.860226359208042,13.212,5.683,7.529,2.891,0.419,0.429,-0.010000000000000009,-0.5729577951308238,-2.104,-5.548,3.444
214,1787109695.9942298,111.00005841255188,motion,command_sent,True,1.195,0.299,0.303,-0.0040000000000000036,-0.2291831180523295,11.994,-10.623,22.616999999999997,0.082,0.02,0.101,-0.081,-4.640958140559668,-3.416,-4.666,1.2500000000000004,0.801,0.2,0.425,-0.22499999999999998,-12.891550390443522,-33.593,-18.417,-15.176000000000002
215,1787109696.9941745,112.00000309944153,motion,command_sent,True,-0.067,-0.017,0.001,-0.018000000000000002,-1.0313240312354819,-0.954,-1.392,0.43799999999999994,0.396,0.099,0.015,0.084,4.8128454790989155,4.442,4.971,-0.5289999999999999,2.621,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.025,-1.54,0.5150000000000001
216,1787109697.9942098,113.00003838539124,motion,command_sent,True,-0.441,-0.11,-0.1,-0.009999999999999995,-0.5729577951308229,-1.553,-1.978,0.42500000000000004,0.32,0.08,0.014,0.066,3.7815214478634336,3.312,3.079,0.23299999999999965,2.644,0.419,0.426,-0.007000000000000006,-0.40107045659157664,-1.049,-0.853,-0.19599999999999995
218,1787109698.9941864,114.00001502037048,motion,command_sent,True,-0.04,-0.01,-0.011,0.0009999999999999992,0.057295779513082276,1.004,11.062,-10.058,-0.239,-0.06,0.188,-0.248,-14.209353319244416,-14.99,-12.877,-2.1129999999999995,1.73,0.419,0.425,-0.006000000000000005,-0.34377467707849424,-0.915,0.797,-1.7120000000000002
220,1787109699.9942214,115.00005006790161,motion,command_sent,True,1.427,0.357,0.371,-0.014000000000000012,-0.8021409131831533,-2.631,-3.004,0.3730000000000002,0.031,0.008,0.051,-0.043,-2.4637185190625397,-2.617,-3.136,0.5190000000000001,1.573,0.393,0.427,-0.033999999999999975,-1.9480565034447976,-5.144,-4.005,-1.1390000000000002
222,1787109700.9941726,116.0000011920929,motion,command_sent,True,1.76,0.44,0.298,0.14200000000000002,8.13600069085769,20.502,18.974,1.5279999999999987,0.479,0.12,-0.096,0.216,12.37588837482578,10.523,11.075,-0.5519999999999996,1.184,0.296,0.424,-0.128,-7.333859777674538,-19.448,-19.763,0.3150000000000013
223,1787109701.994211,117.00003957748413,motion,command_sent,True,-0.335,-0.084,-0.078,-0.006000000000000005,-0.34377467707849424,-0.899,-1.099,0.19999999999999996,0.272,0.068,0.018,0.05,2.8647889756541165,2.59,1.819,0.7709999999999999,1.808,0.419,0.425,-0.006000000000000005,-0.34377467707849424,-0.954,-1.31,0.3560000000000001
225,1787109702.9941804,118.000009059906,motion,command_sent,True,0.966,0.242,0.268,-0.026000000000000023,-1.4896902673401418,-7.197,-1.245,-5.952,0.493,0.123,0.231,-0.10800000000000001,-6.187944187412891,-5.999,-7.037,1.0380000000000003,1.933,0.419,0.422,-0.0030000000000000027,-0.17188733853924712,-0.504,-0.491,-0.013000000000000012
227,1787109703.9942095,119.00003814697266,motion,command_sent,True,0.16,0.04,0.186,-0.146,-8.365183808910018,-25.824,-11.795,-14.029000000000002,-1.004,-0.251,0.217,-0.46799999999999997,-26.814424812122525,-22.242,-24.844,2.6020000000000003,0.745,0.186,0.404,-0.21800000000000003,-12.490479933851947,-31.791,-22.592,-9.199000000000002
229,1787109704.9941754,120.00000405311584,motion,command_sent,True,2.405,0.601,0.228,0.373,21.371325758379708,48.887,32.454,16.433,-0.922,-0.231,0.008,-0.23900000000000002,-13.693691303626677,-10.047,-5.74,-4.307,-1.128,-0.282,-0.03,-0.252,-14.438536437296746,-37.973,-32.774,-5.198999999999998
230,1787109705.9942117,121.00004029273987,motion,command_sent,True,1.356,0.339,0.156,0.18300000000000002,10.485127650894066,25.364,20.879,4.484999999999999,-0.257,-0.064,-0.226,0.162,9.281916281119337,7.892,7.768,0.12400000000000055,-0.587,-0.147,-0.109,-0.03799999999999999,-2.1772396214971277,-5.683,-6.524,0.8410000000000002
231,1787109706.994183,122.00001168251038,motion,command_sent,True,1.534,0.384,0.408,-0.023999999999999966,-1.3750987083139738,1.009,4.469,-3.4600000000000004,-0.049,-0.012,-0.274,0.262,15.01149423242757,12.69,12.45,0.2400000000000002,-0.146,-0.037,-0.015,-0.022,-1.260507149287811,-3.494,-8.48,4.986000000000001
